Year,continent ,order,country,Code,Total,Other South,Other North
2019,Asia,2019120,Nepal,524,"4,90,802","11,669",631
2019,Asia,2019121,Pakistan,586,"32,57,978","56,163","18,721"
2019,Asia,2019122,Sri Lanka,144,"40,018","1,422",543
2019,Asia,2019125,China,156,"10,30,871","1,44,940","28,199"
2019,Asia,2019126,"China, Hong Kong SAR",344,"29,42,254","17,612","5,871"
2019,Asia,2019127,"China, Macao SAR",446,"3,99,572","11,514","34,544"
2019,Asia,2019128,Dem. People's Republic of Korea,408,"49,393","1,481",704
2019,Asia,2019129,Japan,392,"24,98,891","1,62,440","23,024"
2019,Asia,2019130,Mongolia,496,"21,128",536,188
2019,Asia,2019131,Republic of Korea,410,"11,63,655","39,383","13,630"
2019,Asia,2019133,Brunei Darussalam,96,"1,10,641",842,274
2019,Asia,2019134,Cambodia,116,"78,649","2,190",950
2019,Asia,2019135,Indonesia,360,"3,53,135","6,410","34,152"
2019,Asia,2019136,Lao People's Democratic Republic,418,"48,275","2,668",980
2019,Asia,2019137,Malaysia,458,"34,30,380","1,34,409","95,131"
2019,Asia,2019138,Myanmar,104,"75,998","6,208","3,586"
2019,Asia,2019139,Philippines,608,"2,18,530","43,213","14,511"
2019,Asia,2019140,Singapore,702,"21,55,653","2,04,927","34,577"
2019,Asia,2019141,Thailand,764,"36,35,085",555,330
2019,Asia,2019142,Timor-Leste,626,"8,417","1,017",132
2019,Asia,2019143,Viet Nam,704,"76,104","3,925","1,630"
2019,Caribbean,2019146,Anguilla,660,"5,679","1,320",189
2019,Caribbean,2019147,Antigua and Barbuda,28,"29,207",327,108
2019,Caribbean,2019148,Aruba,533,"36,532",823,823
2019,Caribbean,2019149,Bahamas,44,"62,962",834,278
2019,Caribbean,2019150,Barbados,52,"34,807","4,311","9,913"
2019,Caribbean,2019151,British Virgin Islands,92,"20,778","1,241","1,940"
2019,Caribbean,2019152,"Bonaire, Sint Eustatius and Saba",535,"15,484",621,102
2019,Caribbean,2019153,Cayman Islands,136,"28,985",57,60
2019,Caribbean,2019154,Cuba,192,"4,886",573,182
2019,Caribbean,2019155,Curaçao,531,"40,883",206,428
2019,Caribbean,2019156,Dominica,212,"8,264","1,236",412
2019,Caribbean,2019157,Dominican Republic,214,"5,67,648","2,184","6,563"
2019,Caribbean,2019158,Grenada,308,"7,124",751,"1,510"
2019,Caribbean,2019159,Guadeloupe,312,"1,00,030","4,483","1,099"
2019,Caribbean,2019160,Haiti,332,"18,756","1,004",398
2019,Caribbean,2019161,Jamaica,388,"23,468","2,275",226
2019,Caribbean,2019162,Martinique,474,"61,647","1,168",562
2019,Caribbean,2019163,Montserrat,500,"1,375",223,19
2019,Caribbean,2019164,Puerto Rico,630,"2,66,828","15,291","5,120"
2019,Caribbean,2019165,Saint Kitts and Nevis,659,"7,587","2,694","1,311"
2019,Caribbean,2019166,Saint Lucia,662,"8,383",535,56
2019,Caribbean,2019167,Saint Vincent and the Grenadines,670,"4,692",249,51
2019,Caribbean,2019168,Sint Maarten (Dutch part),534,"28,260","1,780",648
2019,Caribbean,2019169,Trinidad and Tobago,780,"59,249","5,113","2,012"
2019,Caribbean,2019170,Turks and Caicos Islands,796,"24,534","1,414","3,945"
2019,Caribbean,2019171,United States Virgin Islands,850,"56,745",933,241
2019,America,2019173,Belize,84,"59,998",393,"1,128"
2019,America,2019174,Costa Rica,188,"4,17,768","13,586",607
2019,America,2019175,El Salvador,222,"42,617",120,31
2019,America,2019176,Guatemala,320,"80,421","2,104",72
2019,America,2019177,Honduras,340,"38,933",157,77
2019,America,2019178,Mexico,484,"10,60,707","16,623","5,526"
2019,America,2019179,Nicaragua,558,"42,172","1,807",200
2019,America,2019180,Panama,591,"1,85,072",792,196
2019,America,2019182,Argentina,32,"22,12,879","31,446","13,479"
2019,America,2019183,Bolivia (Plurinational State of),68,"1,56,114","1,012","2,847"
2019,America,2019184,Brazil,76,"8,07,006","17,970","1,314"
2019,America,2019185,Chile,152,"9,39,992",,
2019,America,2019186,Colombia,170,"11,42,319","1,494",497
2019,America,2019187,Ecuador,218,"3,81,507","59,673","10,530"
2019,America,2019188,Falkland Islands (Malvinas),238,"1,902",32,50
2019,America,2019189,French Guiana,254,"1,17,372","1,972",616
2019,America,2019190,Guyana,328,"15,699",631,272
2019,America,2019191,Paraguay,600,"1,60,519","2,634","1,271"
2019,America,2019192,Peru,604,"7,82,169","1,591","1,255"
2019,America,2019193,Suriname,740,"46,157","13,395","5,678"
2019,America,2019194,Uruguay,858,"81,482","1,574","4,749"
2019,America,2019195,Venezuela (Bolivarian Republic of),862,"13,75,690",209,33
2019,Australia / New Zealand,2019198,Australia,36,"75,49,270","24,352","73,055"
2019,Australia / New Zealand,2019199,New Zealand,554,"10,68,739","32,140","10,025"
2019,Melanesia,2019201,Fiji,242,"14,038","1,604",216
2019,Melanesia,2019202,New Caledonia,540,"72,537","3,149","1,497"
2019,Melanesia,2019203,Papua New Guinea,598,"31,212",938,189
2019,Melanesia,2019204,Solomon Islands,90,"2,532",515,61
2019,Melanesia,2019205,Vanuatu,548,"3,245",679,251
2019,Micronesia,2019207,Guam,316,"79,846","1,749",860
2019,Micronesia,2019208,Kiribati,296,"3,022",196,295
2019,Micronesia,2019209,Marshall Islands,584,"3,296",279,82
2019,Micronesia,2019210,Micronesia (Fed. States of),583,"2,819","1,432",411
2019,Micronesia,2019211,Nauru,520,"2,114",735,140
2019,Micronesia,2019212,Northern Mariana Islands,580,"21,815",752,194
2019,Micronesia,2019213,Palau,585,"5,066",95,45
2019,Polynesia,2019215,American Samoa,16,"23,539",434,140
2019,Polynesia,2019216,Cook Islands,184,"3,491",414,214
2019,Polynesia,2019217,French Polynesia,258,"31,205","3,430",566
2019,Polynesia,2019218,Niue,570,588,55,4
2019,Polynesia,2019219,Samoa,882,"4,035",280,90
2019,Polynesia,2019220,Tokelau,772,504,37,3
2019,Polynesia,2019221,Tonga,776,"3,752","1,249","1,453"
2019,Polynesia,2019222,Tuvalu,798,238,60,48
2019,Polynesia,2019223,Wallis and Futuna Islands,876,"1,022",6,5
2019,EUROPE,2019227,Belarus,112,"10,69,395",122,184
2019,EUROPE,2019228,Bulgaria,100,"1,68,516",645,"1,934"
2019,EUROPE,2019229,Czechia,203,"5,12,705",,
2019,EUROPE,2019230,Hungary,348,"5,12,043","5,918","13,811"
2019,EUROPE,2019231,Poland,616,"6,55,985","5,730","1,908"
2019,EUROPE,2019232,Republic of Moldova,498,"1,04,713",611,"4,430"
2019,EUROPE,2019233,Romania,642,"4,62,552","7,047","9,523"
2019,EUROPE,2019234,Russian Federation,643,"1,16,40,559",619,46
2019,EUROPE,2019235,Slovakia,703,"1,87,984",635,28
2019,EUROPE,2019236,Ukraine,804,"49,64,293","1,06,307","3,17,205"
2019,EUROPE,2019238,Channel Islands,830,"83,833",905,"2,289"
2019,EUROPE,2019239,Denmark,208,"7,22,878",,
2019,EUROPE,2019240,Estonia,233,"1,90,242",5,29
2019,EUROPE,2019241,Faroe Islands,234,"6,454",246,164
2019,EUROPE,2019242,Finland,246,"3,83,116",525,"1,575"
2019,EUROPE,2019243,Iceland,352,"52,404",375,750
2019,EUROPE,2019244,Ireland,372,"8,33,564",,
2019,EUROPE,2019245,Isle of Man,833,"42,864","1,908","3,689"
2019,EUROPE,2019246,Latvia,428,"2,37,266",,
2019,EUROPE,2019247,Lithuania,440,"1,17,218",208,117
2019,EUROPE,2019248,Norway,578,"8,67,765","11,229",591
2019,EUROPE,2019249,Sweden,752,"20,05,210","3,597","90,877"
2019,EUROPE,2019250,United Kingdom,826,"95,52,110","20,387","40,130"
2019,EUROPE,2019252,Albania,8,"49,160","1,079","4,370"
2019,EUROPE,2019253,Andorra,20,"45,102",666,"1,996"
2019,EUROPE,2019254,Bosnia and Herzegovina,70,"35,735",446,436
2019,EUROPE,2019255,Croatia,191,"5,18,083","1,197","3,594"
2019,EUROPE,2019256,Gibraltar,292,"11,172",917,"1,428"
2019,EUROPE,2019257,Greece,300,"12,11,382",,
2019,EUROPE,2019258,Holy See,336,799,316,483
2019,EUROPE,2019259,Italy,380,"62,73,722","18,078","27,119"
2019,EUROPE,2019260,Malta,470,"84,949","3,790",53
2019,EUROPE,2019261,Montenegro,499,"70,967",687,288
2019,EUROPE,2019262,North Macedonia,807,"1,31,175",929,611
2019,EUROPE,2019263,Portugal,620,"8,88,162","2,620","1,000"
2019,EUROPE,2019264,San Marino,674,"5,507",166,144
2019,EUROPE,2019265,Serbia,688,"8,20,312",609,106
2019,EUROPE,2019266,Slovenia,705,"2,53,122","6,167","18,500"
2019,EUROPE,2019267,Spain,724,"61,04,203","3,932","11,794"
2019,EUROPE,2019269,Austria,40,"17,79,857",,
2019,EUROPE,2019270,Belgium,56,"19,81,919","46,050","69,075"
2019,EUROPE,2019271,France,250,"83,34,875",,
2019,EUROPE,2019272,Germany,276,"1,31,32,146","1,892","1,09,530"
2019,EUROPE,2019273,Liechtenstein,438,"25,467",430,429
2019,EUROPE,2019274,Luxembourg,442,"2,91,723",70,17
2019,EUROPE,2019275,Monaco,492,"26,511","3,331","9,456"
2019,EUROPE,2019276,Netherlands,528,"22,82,791","5,776",464
2019,EUROPE,2019277,Switzerland,756,"25,72,029","45,041","1,18,766"
2019,America,2019279,Bermuda,60,"19,336",694,375
2019,America,2019280,Canada,124,"79,60,657","1,055","3,115"
2019,America,2019281,Greenland,304,"5,690",108,159
2019,America,2019282,Saint Pierre and Miquelon,666,990,21,
2019,America,2019283,United States of America,840,"5,06,61,149","25,82,909","12,499"
